Date,Cases,Cumulative_cases,Country
2022-05-27,1,1,Finland
2022-05-28,0,1,Finland
2022-05-29,0,1,Finland
2022-05-30,0,1,Finland
2022-05-31,0,1,Finland
2022-06-01,0,1,Finland
2022-06-02,1,2,Finland
2022-06-03,0,2,Finland
2022-06-04,0,2,Finland
2022-06-05,0,2,Finland
2022-06-06,0,2,Finland
2022-06-07,0,2,Finland
2022-06-08,0,2,Finland
2022-06-09,1,3,Finland
2022-06-10,0,3,Finland
2022-06-11,0,3,Finland
2022-06-12,0,3,Finland
2022-06-13,0,3,Finland
2022-06-14,0,3,Finland
2022-06-15,0,3,Finland
2022-06-16,0,3,Finland
2022-06-17,1,4,Finland
2022-06-18,0,4,Finland
2022-06-19,0,4,Finland
2022-06-20,0,4,Finland
2022-06-21,0,4,Finland
2022-06-22,0,4,Finland
2022-06-23,0,4,Finland
2022-06-24,0,4,Finland
2022-06-25,0,4,Finland
2022-06-26,0,4,Finland
2022-06-27,0,4,Finland
2022-06-28,0,4,Finland
2022-06-29,0,4,Finland
2022-06-30,0,4,Finland
2022-07-01,0,4,Finland
2022-07-02,0,4,Finland
2022-07-03,0,4,Finland
2022-07-04,6,10,Finland
2022-07-05,0,10,Finland
2022-07-06,0,10,Finland
2022-07-07,0,10,Finland
2022-07-08,0,10,Finland
2022-07-09,0,10,Finland
2022-07-10,0,10,Finland
2022-07-11,3,13,Finland
2022-07-12,0,13,Finland
2022-05-19,1,1,France
2022-05-20,0,1,France
2022-05-21,0,1,France
2022-05-22,0,1,France
2022-05-23,2,3,France
2022-05-24,2,5,France
2022-05-25,2,7,France
2022-05-26,0,7,France
2022-05-27,0,7,France
2022-05-28,9,16,France
2022-05-29,0,16,France
2022-05-30,1,17,France
2022-05-31,0,17,France
2022-06-01,16,33,France
2022-06-02,0,33,France
2022-06-03,18,51,France
2022-06-04,1,52,France
2022-06-05,0,52,France
2022-06-06,0,52,France
2022-06-07,14,66,France
2022-06-08,0,66,France
2022-06-09,25,91,France
2022-06-10,0,91,France
2022-06-11,0,91,France
2022-06-12,0,91,France
2022-06-13,0,91,France
2022-06-14,34,125,France
2022-06-15,0,125,France
2022-06-16,58,183,France
2022-06-17,0,183,France
2022-06-18,0,183,France
2022-06-19,0,183,France
2022-06-20,0,183,France
2022-06-21,94,277,France
2022-06-22,0,277,France
2022-06-23,53,330,France
2022-06-24,0,330,France
2022-06-25,1,331,France
2022-06-26,0,331,France
2022-06-27,0,331,France
2022-06-28,109,440,France
2022-06-29,0,440,France
2022-06-30,58,498,France
2022-07-01,0,498,France
2022-07-02,0,498,France
2022-07-03,0,498,France
2022-07-04,0,498,France
2022-07-05,79,577,France
2022-07-06,0,577,France
2022-07-07,144,721,France
2022-07-08,0,721,France
2022-07-09,0,721,France
2022-07-10,0,721,France
2022-07-11,0,721,France
2022-07-12,0,721,France
2022-06-15,1,1,Georgia
2022-06-16,0,1,Georgia
2022-06-17,0,1,Georgia
2022-06-18,0,1,Georgia
2022-06-19,0,1,Georgia
2022-06-20,0,1,Georgia
2022-06-21,0,1,Georgia
2022-06-22,0,1,Georgia
2022-06-23,0,1,Georgia
2022-06-24,0,1,Georgia
2022-06-25,0,1,Georgia
2022-06-26,0,1,Georgia
2022-06-27,0,1,Georgia
2022-06-28,0,1,Georgia
2022-06-29,0,1,Georgia
2022-06-30,0,1,Georgia
2022-07-01,0,1,Georgia
2022-07-02,0,1,Georgia
2022-07-03,0,1,Georgia
2022-07-04,0,1,Georgia
2022-07-05,0,1,Georgia
2022-07-06,0,1,Georgia
2022-07-07,0,1,Georgia
2022-07-08,0,1,Georgia
2022-07-09,0,1,Georgia
2022-07-10,0,1,Georgia
2022-07-11,0,1,Georgia
2022-07-12,0,1,Georgia
2022-05-19,1,1,Germany
2022-05-20,1,2,Germany
2022-05-21,2,4,Germany
2022-05-22,0,4,Germany
2022-05-23,2,6,Germany
2022-05-24,6,12,Germany
2022-05-25,1,13,Germany
2022-05-26,2,15,Germany
2022-05-27,6,21,Germany
2022-05-28,1,22,Germany
2022-05-29,0,22,Germany
2022-05-30,3,25,Germany
2022-05-31,16,41,Germany
2022-06-01,0,41,Germany
2022-06-02,17,58,Germany
2022-06-03,17,75,Germany
2022-06-04,5,80,Germany
2022-06-05,0,80,Germany
2022-06-06,0,80,Germany
2022-06-07,27,107,Germany
2022-06-08,13,120,Germany
2022-06-09,30,150,Germany
2022-06-10,12,162,Germany
2022-06-11,0,162,Germany
2022-06-12,1,163,Germany
2022-06-13,25,188,Germany
2022-06-14,14,202,Germany
2022-06-15,45,247,Germany
2022-06-16,24,271,Germany
2022-06-17,87,358,Germany
2022-06-18,1,359,Germany
2022-06-19,0,359,Germany
2022-06-20,13,372,Germany
2022-06-21,66,438,Germany
2022-06-22,54,492,Germany
2022-06-23,74,566,Germany
2022-06-24,52,618,Germany
2022-06-25,0,618,Germany
2022-06-26,0,618,Germany
2022-06-27,145,763,Germany
2022-06-28,65,828,Germany
2022-06-29,35,863,Germany
2022-06-30,64,927,Germany
2022-07-01,105,1032,Germany
2022-07-02,1,1033,Germany
2022-07-03,7,1040,Germany
2022-07-04,97,1137,Germany
2022-07-05,75,1212,Germany
2022-07-06,96,1308,Germany
2022-07-07,54,1362,Germany
2022-07-08,102,1464,Germany
2022-07-09,94,1558,Germany
2022-07-10,0,1558,Germany
2022-07-11,60,1618,Germany
2022-07-12,18,1636,Germany
2022-06-08,5,5,Ghana
2022-06-09,0,5,Ghana
2022-06-10,0,5,Ghana
2022-06-11,0,5,Ghana
2022-06-12,0,5,Ghana
2022-06-13,0,5,Ghana
2022-06-14,13,18,Ghana
2022-06-15,0,18,Ghana
2022-06-16,0,18,Ghana
2022-06-17,0,18,Ghana
2022-06-18,0,18,Ghana
2022-06-19,0,18,Ghana
2022-06-20,0,18,Ghana
2022-06-21,0,18,Ghana
2022-06-22,0,18,Ghana
2022-06-23,0,18,Ghana
2022-06-24,0,18,Ghana
2022-06-25,0,18,Ghana
2022-06-26,0,18,Ghana
2022-06-27,0,18,Ghana
2022-06-28,0,18,Ghana
2022-06-29,0,18,Ghana
2022-06-30,0,18,Ghana
2022-07-01,0,18,Ghana
2022-07-02,0,18,Ghana
2022-07-03,0,18,Ghana
2022-07-04,0,18,Ghana
2022-07-05,0,18,Ghana
2022-07-06,0,18,Ghana
2022-07-07,0,18,Ghana
2022-07-08,0,18,Ghana
2022-07-09,0,18,Ghana
2022-07-10,0,18,Ghana
2022-07-11,0,18,Ghana
2022-07-12,0,18,Ghana
2022-06-01,1,1,Gibraltar
2022-06-02,0,1,Gibraltar
2022-06-03,0,1,Gibraltar
2022-06-04,0,1,Gibraltar
2022-06-05,0,1,Gibraltar
2022-06-06,0,1,Gibraltar
2022-06-07,0,1,Gibraltar
2022-06-08,0,1,Gibraltar
2022-06-09,0,1,Gibraltar
2022-06-10,0,1,Gibraltar
2022-06-11,0,1,Gibraltar
2022-06-12,0,1,Gibraltar
2022-06-13,0,1,Gibraltar
2022-06-14,0,1,Gibraltar
2022-06-15,0,1,Gibraltar
2022-06-16,0,1,Gibraltar
2022-06-17,0,1,Gibraltar
2022-06-18,0,1,Gibraltar
2022-06-19,0,1,Gibraltar
2022-06-20,0,1,Gibraltar
2022-06-21,0,1,Gibraltar
2022-06-22,0,1,Gibraltar
2022-06-23,0,1,Gibraltar
2022-06-24,0,1,Gibraltar
2022-06-25,0,1,Gibraltar
2022-06-26,0,1,Gibraltar
2022-06-27,0,1,Gibraltar
2022-06-28,0,1,Gibraltar
2022-06-29,0,1,Gibraltar
2022-06-30,0,1,Gibraltar
2022-07-01,0,1,Gibraltar
2022-07-02,0,1,Gibraltar
2022-07-03,0,1,Gibraltar
2022-07-04,0,1,Gibraltar
2022-07-05,0,1,Gibraltar
2022-07-06,0,1,Gibraltar
2022-07-07,0,1,Gibraltar
2022-07-08,0,1,Gibraltar
2022-07-09,0,1,Gibraltar
2022-07-10,0,1,Gibraltar
2022-07-11,0,1,Gibraltar
2022-07-12,0,1,Gibraltar
2022-06-08,1,1,Greece
2022-06-09,0,1,Greece
2022-06-10,0,1,Greece
2022-06-11,0,1,Greece
2022-06-12,0,1,Greece
2022-06-13,0,1,Greece
2022-06-14,0,1,Greece
2022-06-15,1,2,Greece
2022-06-16,0,2,Greece
2022-06-17,0,2,Greece
2022-06-18,0,2,Greece
2022-06-19,0,2,Greece
2022-06-20,0,2,Greece
2022-06-21,0,2,Greece
2022-06-22,1,3,Greece
2022-06-23,0,3,Greece
2022-06-24,0,3,Greece
2022-06-25,0,3,Greece
2022-06-26,0,3,Greece
2022-06-27,0,3,Greece
2022-06-28,0,3,Greece
2022-06-29,0,3,Greece
2022-06-30,4,7,Greece
2022-07-01,0,7,Greece
2022-07-02,0,7,Greece
2022-07-03,0,7,Greece
2022-07-04,0,7,Greece
2022-07-05,0,7,Greece
2022-07-06,0,7,Greece
2022-07-07,4,11,Greece
2022-07-08,0,11,Greece
2022-07-09,0,11,Greece
2022-07-10,0,11,Greece
2022-07-11,0,11,Greece
2022-07-12,0,11,Greece
2022-05-31,1,1,Hungary
2022-06-01,0,1,Hungary
2022-06-02,0,1,Hungary
2022-06-03,0,1,Hungary
2022-06-04,0,1,Hungary
2022-06-05,0,1,Hungary
2022-06-06,0,1,Hungary
2022-06-07,0,1,Hungary
2022-06-08,0,1,Hungary
2022-06-09,0,1,Hungary
2022-06-10,0,1,Hungary
2022-06-11,0,1,Hungary
2022-06-12,0,1,Hungary
2022-06-13,0,1,Hungary
2022-06-14,0,1,Hungary
2022-06-15,2,3,Hungary
2022-06-16,3,6,Hungary
2022-06-17,0,6,Hungary
2022-06-18,0,6,Hungary
2022-06-19,0,6,Hungary
2022-06-20,0,6,Hungary
2022-06-21,0,6,Hungary
2022-06-22,0,6,Hungary
2022-06-23,0,6,Hungary
2022-06-24,6,12,Hungary
2022-06-25,0,12,Hungary
2022-06-26,0,12,Hungary
2022-06-27,0,12,Hungary
2022-06-28,0,12,Hungary
2022-06-29,0,12,Hungary
2022-06-30,7,19,Hungary
2022-07-01,0,19,Hungary
2022-07-02,0,19,Hungary
2022-07-03,0,19,Hungary
2022-07-04,0,19,Hungary
2022-07-05,0,19,Hungary
2022-07-06,0,19,Hungary
2022-07-07,0,19,Hungary
2022-07-08,5,24,Hungary
2022-07-09,0,24,Hungary
2022-07-10,0,24,Hungary
2022-07-11,0,24,Hungary
2022-07-12,0,24,Hungary
2022-06-15,3,3,Iceland
2022-06-16,0,3,Iceland
2022-06-17,0,3,Iceland
2022-06-18,0,3,Iceland
2022-06-19,0,3,Iceland
2022-06-20,0,3,Iceland
2022-06-21,0,3,Iceland
2022-06-22,0,3,Iceland
2022-06-23,0,3,Iceland
2022-06-24,0,3,Iceland
2022-06-25,0,3,Iceland
2022-06-26,0,3,Iceland
2022-06-27,0,3,Iceland
2022-06-28,1,4,Iceland
2022-06-29,0,4,Iceland
2022-06-30,0,4,Iceland
2022-07-01,0,4,Iceland
2022-07-02,0,4,Iceland
2022-07-03,0,4,Iceland
2022-07-04,0,4,Iceland
2022-07-05,0,4,Iceland
2022-07-06,0,4,Iceland
2022-07-07,2,6,Iceland
2022-07-08,0,6,Iceland
2022-07-09,0,6,Iceland
2022-07-10,0,6,Iceland
2022-07-11,0,6,Iceland
2022-07-12,0,6,Iceland
2022-05-27,1,1,Ireland
2022-05-28,0,1,Ireland
2022-05-29,0,1,Ireland
2022-05-30,1,2,Ireland
2022-05-31,0,2,Ireland
2022-06-01,2,4,Ireland
2022-06-02,2,6,Ireland
2022-06-03,0,6,Ireland
2022-06-04,0,6,Ireland
2022-06-05,0,6,Ireland
2022-06-06,0,6,Ireland
2022-06-07,1,7,Ireland
2022-06-08,0,7,Ireland
2022-06-09,0,7,Ireland
2022-06-10,2,9,Ireland
2022-06-11,0,9,Ireland
2022-06-12,0,9,Ireland
2022-06-13,0,9,Ireland
2022-06-14,0,9,Ireland
2022-06-15,5,14,Ireland
2022-06-16,0,14,Ireland
2022-06-17,0,14,Ireland
2022-06-18,0,14,Ireland
2022-06-19,0,14,Ireland
2022-06-20,0,14,Ireland
2022-06-21,0,14,Ireland
2022-06-22,0,14,Ireland
2022-06-23,14,28,Ireland
2022-06-24,0,28,Ireland
2022-06-25,0,28,Ireland
2022-06-26,0,28,Ireland
2022-06-27,0,28,Ireland
2022-06-28,0,28,Ireland
2022-06-29,0,28,Ireland
2022-06-30,11,39,Ireland
2022-07-01,0,39,Ireland
2022-07-02,0,39,Ireland
2022-07-03,0,39,Ireland
2022-07-04,0,39,Ireland
2022-07-05,0,39,Ireland
2022-07-06,5,44,Ireland
2022-07-07,0,44,Ireland
2022-07-08,0,44,Ireland
2022-07-09,0,44,Ireland
2022-07-10,0,44,Ireland
2022-07-11,0,44,Ireland
2022-07-12,0,44,Ireland
2022-05-21,1,1,Israel
2022-05-22,0,1,Israel
2022-05-23,0,1,Israel
2022-05-24,0,1,Israel
2022-05-25,0,1,Israel
2022-05-26,0,1,Israel
2022-05-27,0,1,Israel
2022-05-28,1,2,Israel
2022-05-29,0,2,Israel
2022-05-30,0,2,Israel
2022-05-31,0,2,Israel
2022-06-01,0,2,Israel
2022-06-02,0,2,Israel
2022-06-03,0,2,Israel
2022-06-04,0,2,Israel
2022-06-05,0,2,Israel
2022-06-06,0,2,Israel
2022-06-07,1,3,Israel
2022-06-08,0,3,Israel
2022-06-09,1,4,Israel
2022-06-10,0,4,Israel
2022-06-11,0,4,Israel
2022-06-12,0,4,Israel
2022-06-13,0,4,Israel
2022-06-14,0,4,Israel
2022-06-15,1,5,Israel
2022-06-16,0,5,Israel
2022-06-17,0,5,Israel
2022-06-18,0,5,Israel
2022-06-19,0,5,Israel
2022-06-20,0,5,Israel
2022-06-21,6,11,Israel
2022-06-22,2,13,Israel
2022-06-23,0,13,Israel
2022-06-24,3,16,Israel
2022-06-25,0,16,Israel
2022-06-26,0,16,Israel
2022-06-27,13,29,Israel
2022-06-28,4,33,Israel
2022-06-29,5,38,Israel
2022-06-30,4,42,Israel
2022-07-01,0,42,Israel
2022-07-02,0,42,Israel
2022-07-03,0,42,Israel
2022-07-04,10,52,Israel
2022-07-05,3,55,Israel
2022-07-06,0,55,Israel
2022-07-07,4,59,Israel
2022-07-08,0,59,Israel
2022-07-09,0,59,Israel
2022-07-10,2,61,Israel
2022-07-11,5,66,Israel
2022-07-12,7,73,Israel
2022-05-19,1,1,Italy
2022-05-20,2,3,Italy
2022-05-21,0,3,Italy
2022-05-22,0,3,Italy
2022-05-23,1,4,Italy
2022-05-24,1,5,Italy
2022-05-25,4,9,Italy
2022-05-26,3,12,Italy
2022-05-27,0,12,Italy
2022-05-28,0,12,Italy
2022-05-29,1,13,Italy
2022-05-30,0,13,Italy
2022-05-31,6,19,Italy
2022-06-01,2,21,Italy
2022-06-02,0,21,Italy
2022-06-03,1,22,Italy
2022-06-04,0,22,Italy
2022-06-05,0,22,Italy
2022-06-06,6,28,Italy
2022-06-07,1,29,Italy
2022-06-08,2,31,Italy
2022-06-09,0,31,Italy
2022-06-10,1,32,Italy
2022-06-11,5,37,Italy
2022-06-12,0,37,Italy
2022-06-13,0,37,Italy
2022-06-14,1,38,Italy
2022-06-15,10,48,Italy
2022-06-16,0,48,Italy
2022-06-17,23,71,Italy
2022-06-18,0,71,Italy
2022-06-19,0,71,Italy
2022-06-20,0,71,Italy
2022-06-21,14,85,Italy
2022-06-22,0,85,Italy
2022-06-23,0,85,Italy
2022-06-24,42,127,Italy
2022-06-25,0,127,Italy
2022-06-26,0,127,Italy
2022-06-27,0,127,Italy
2022-06-28,32,159,Italy
2022-06-29,0,159,Italy
2022-06-30,0,159,Italy
2022-07-01,33,192,Italy
2022-07-02,0,192,Italy
2022-07-03,0,192,Italy
2022-07-04,0,192,Italy
2022-07-05,41,233,Italy
2022-07-06,0,233,Italy
2022-07-07,0,233,Italy
2022-07-08,22,255,Italy
2022-07-09,0,255,Italy
2022-07-10,0,255,Italy
2022-07-11,0,255,Italy
2022-07-12,37,292,Italy
2022-07-06,1,1,Jamaica
2022-07-07,0,1,Jamaica
2022-07-08,0,1,Jamaica
2022-07-09,0,1,Jamaica
2022-07-10,0,1,Jamaica
2022-07-11,0,1,Jamaica
2022-07-12,0,1,Jamaica
2022-06-03,1,1,Latvia
2022-06-04,0,1,Latvia
2022-06-05,0,1,Latvia
2022-06-06,0,1,Latvia
2022-06-07,0,1,Latvia
2022-06-08,0,1,Latvia
2022-06-09,1,2,Latvia
2022-06-10,0,2,Latvia
2022-06-11,0,2,Latvia
2022-06-12,0,2,Latvia
2022-06-13,0,2,Latvia
2022-06-14,0,2,Latvia
2022-06-15,0,2,Latvia
2022-06-16,0,2,Latvia
2022-06-17,0,2,Latvia
2022-06-18,0,2,Latvia
2022-06-19,0,2,Latvia
2022-06-20,0,2,Latvia
2022-06-21,0,2,Latvia
2022-06-22,0,2,Latvia
2022-06-23,0,2,Latvia
2022-06-24,0,2,Latvia
2022-06-25,0,2,Latvia
2022-06-26,0,2,Latvia
2022-06-27,0,2,Latvia
2022-06-28,0,2,Latvia
2022-06-29,0,2,Latvia
2022-06-30,0,2,Latvia
2022-07-01,0,2,Latvia
2022-07-02,0,2,Latvia
2022-07-03,0,2,Latvia
2022-07-04,0,2,Latvia
2022-07-05,0,2,Latvia
2022-07-06,0,2,Latvia
2022-07-07,0,2,Latvia
2022-07-08,0,2,Latvia
2022-07-09,0,2,Latvia
2022-07-10,0,2,Latvia
2022-07-11,0,2,Latvia
2022-07-12,0,2,Latvia
2022-06-20,1,1,Lebanon
2022-06-21,0,1,Lebanon
2022-06-22,0,1,Lebanon
2022-06-23,0,1,Lebanon
2022-06-24,0,1,Lebanon
2022-06-25,0,1,Lebanon
2022-06-26,0,1,Lebanon
2022-06-27,0,1,Lebanon
2022-06-28,0,1,Lebanon
2022-06-29,0,1,Lebanon
2022-06-30,0,1,Lebanon
2022-07-01,0,1,Lebanon
2022-07-02,0,1,Lebanon
2022-07-03,0,1,Lebanon
2022-07-04,0,1,Lebanon
2022-07-05,0,1,Lebanon
2022-07-06,0,1,Lebanon
2022-07-07,0,1,Lebanon
2022-07-08,0,1,Lebanon
2022-07-09,0,1,Lebanon
2022-07-10,0,1,Lebanon
2022-07-11,0,1,Lebanon
2022-07-12,0,1,Lebanon
2022-06-16,1,1,Luxembourg
2022-06-17,0,1,Luxembourg
2022-06-18,0,1,Luxembourg
2022-06-19,0,1,Luxembourg
2022-06-20,0,1,Luxembourg
2022-06-21,0,1,Luxembourg
2022-06-22,0,1,Luxembourg
2022-06-23,0,1,Luxembourg
2022-06-24,2,3,Luxembourg
2022-06-25,0,3,Luxembourg
2022-06-26,0,3,Luxembourg
2022-06-27,0,3,Luxembourg
2022-06-28,0,3,Luxembourg
2022-06-29,0,3,Luxembourg
2022-06-30,0,3,Luxembourg
2022-07-01,0,3,Luxembourg
2022-07-02,0,3,Luxembourg
2022-07-03,0,3,Luxembourg
2022-07-04,0,3,Luxembourg
2022-07-05,0,3,Luxembourg
2022-07-06,0,3,Luxembourg
2022-07-07,0,3,Luxembourg
2022-07-08,0,3,Luxembourg
2022-07-09,0,3,Luxembourg
2022-07-10,0,3,Luxembourg
2022-07-11,0,3,Luxembourg
2022-07-12,0,3,Luxembourg
2022-05-28,1,1,Malta
2022-05-29,0,1,Malta
2022-05-30,0,1,Malta
2022-05-31,0,1,Malta
2022-06-01,0,1,Malta
2022-06-02,0,1,Malta
2022-06-03,0,1,Malta
2022-06-04,0,1,Malta
2022-06-05,0,1,Malta
2022-06-06,0,1,Malta
2022-06-07,0,1,Malta
2022-06-08,0,1,Malta
2022-06-09,0,1,Malta
2022-06-10,0,1,Malta
2022-06-11,0,1,Malta
2022-06-12,0,1,Malta
2022-06-13,0,1,Malta
2022-06-14,0,1,Malta
2022-06-15,1,2,Malta
2022-06-16,0,2,Malta
2022-06-17,0,2,Malta
2022-06-18,0,2,Malta
2022-06-19,0,2,Malta
2022-06-20,0,2,Malta
2022-06-21,0,2,Malta
2022-06-22,0,2,Malta
2022-06-23,2,4,Malta
2022-06-24,0,4,Malta
2022-06-25,0,4,Malta
2022-06-26,0,4,Malta
2022-06-27,0,4,Malta
2022-06-28,0,4,Malta
2022-06-29,0,4,Malta
2022-06-30,0,4,Malta
2022-07-01,0,4,Malta
2022-07-02,0,4,Malta
2022-07-03,0,4,Malta
2022-07-04,0,4,Malta
2022-07-05,0,4,Malta
2022-07-06,0,4,Malta
2022-07-07,0,4,Malta
2022-07-08,0,4,Malta
2022-07-09,0,4,Malta
2022-07-10,0,4,Malta
2022-07-11,0,4,Malta
2022-07-12,0,4,Malta
2022-05-28,1,1,Mexico
2022-05-29,0,1,Mexico
2022-05-30,0,1,Mexico
2022-05-31,0,1,Mexico
2022-06-01,0,1,Mexico
2022-06-02,0,1,Mexico
2022-06-03,0,1,Mexico
2022-06-04,0,1,Mexico
2022-06-05,0,1,Mexico
2022-06-06,0,1,Mexico
2022-06-07,0,1,Mexico
2022-06-08,0,1,Mexico
2022-06-09,0,1,Mexico
2022-06-10,0,1,Mexico
2022-06-11,1,2,Mexico
2022-06-12,0,2,Mexico
2022-06-13,0,2,Mexico
2022-06-14,0,2,Mexico
2022-06-15,0,2,Mexico
2022-06-16,2,4,Mexico
2022-06-17,5,9,Mexico
2022-06-18,0,9,Mexico
2022-06-19,0,9,Mexico
2022-06-20,0,9,Mexico
2022-06-21,0,9,Mexico
2022-06-22,0,9,Mexico
2022-06-23,0,9,Mexico
2022-06-24,0,9,Mexico
2022-06-25,0,9,Mexico
2022-06-26,0,9,Mexico
2022-06-27,0,9,Mexico
2022-06-28,2,11,Mexico
2022-06-29,0,11,Mexico
2022-06-30,0,11,Mexico
2022-07-01,0,11,Mexico
2022-07-02,0,11,Mexico
2022-07-03,0,11,Mexico
2022-07-04,0,11,Mexico
2022-07-05,0,11,Mexico
2022-07-06,0,11,Mexico
2022-07-07,0,11,Mexico
2022-07-08,0,11,Mexico
2022-07-09,0,11,Mexico
2022-07-10,0,11,Mexico
2022-07-11,0,11,Mexico
2022-07-12,0,11,Mexico
2022-06-02,1,1,Morocco
2022-06-03,0,1,Morocco
2022-06-04,0,1,Morocco
2022-06-05,0,1,Morocco
2022-06-06,0,1,Morocco
2022-06-07,0,1,Morocco
2022-06-08,0,1,Morocco
2022-06-09,0,1,Morocco
2022-06-10,0,1,Morocco
2022-06-11,0,1,Morocco
2022-06-12,0,1,Morocco
2022-06-13,0,1,Morocco
2022-06-14,0,1,Morocco
2022-06-15,0,1,Morocco
2022-06-16,0,1,Morocco
2022-06-17,0,1,Morocco
2022-06-18,0,1,Morocco
2022-06-19,0,1,Morocco
2022-06-20,0,1,Morocco
2022-06-21,0,1,Morocco
2022-06-22,0,1,Morocco
2022-06-23,0,1,Morocco
2022-06-24,0,1,Morocco
2022-06-25,0,1,Morocco
2022-06-26,0,1,Morocco
2022-06-27,0,1,Morocco
2022-06-28,0,1,Morocco
2022-06-29,0,1,Morocco
2022-06-30,0,1,Morocco
2022-07-01,0,1,Morocco
2022-07-02,0,1,Morocco
2022-07-03,0,1,Morocco
2022-07-04,0,1,Morocco
2022-07-05,0,1,Morocco
2022-07-06,0,1,Morocco
2022-07-07,0,1,Morocco
2022-07-08,0,1,Morocco
2022-07-09,0,1,Morocco
2022-07-10,0,1,Morocco
2022-07-11,0,1,Morocco
2022-07-12,0,1,Morocco
2022-05-20,1,1,Netherlands
2022-05-21,1,2,Netherlands
2022-05-22,0,2,Netherlands
2022-05-23,4,6,Netherlands
2022-05-24,0,6,Netherlands
2022-05-25,6,12,Netherlands
2022-05-26,0,12,Netherlands
2022-05-27,0,12,Netherlands
2022-05-28,0,12,Netherlands
2022-05-29,0,12,Netherlands
2022-05-30,14,26,Netherlands
2022-05-31,0,26,Netherlands
2022-06-01,0,26,Netherlands
2022-06-02,14,40,Netherlands
2022-06-03,0,40,Netherlands
2022-06-04,0,40,Netherlands
2022-06-05,0,40,Netherlands
2022-06-06,0,40,Netherlands
2022-06-07,14,54,Netherlands
2022-06-08,0,54,Netherlands
2022-06-09,6,60,Netherlands
2022-06-10,0,60,Netherlands
2022-06-11,0,60,Netherlands
2022-06-12,0,60,Netherlands
2022-06-13,0,60,Netherlands
2022-06-14,20,80,Netherlands
2022-06-15,0,80,Netherlands
2022-06-16,15,95,Netherlands
2022-06-17,0,95,Netherlands
2022-06-18,0,95,Netherlands
2022-06-19,0,95,Netherlands
2022-06-20,0,95,Netherlands
2022-06-21,0,95,Netherlands
2022-06-22,72,167,Netherlands
2022-06-23,0,167,Netherlands
2022-06-24,44,211,Netherlands
2022-06-25,0,211,Netherlands
2022-06-26,0,211,Netherlands
2022-06-27,46,257,Netherlands
2022-06-28,0,257,Netherlands
2022-06-29,0,257,Netherlands
2022-06-30,0,257,Netherlands
2022-07-01,0,257,Netherlands
2022-07-02,0,257,Netherlands
2022-07-03,0,257,Netherlands
2022-07-04,95,352,Netherlands
2022-07-05,0,352,Netherlands
2022-07-06,0,352,Netherlands
2022-07-07,50,402,Netherlands
2022-07-08,0,402,Netherlands
2022-07-09,0,402,Netherlands
2022-07-10,0,402,Netherlands
2022-07-11,101,503,Netherlands
2022-07-12,0,503,Netherlands
2022-07-09,1,1,New Zealand
2022-07-10,0,1,New Zealand
2022-07-11,0,1,New Zealand
2022-07-12,0,1,New Zealand
2022-01-31,3,3,Nigeria
2022-02-01,0,3,Nigeria
2022-02-02,0,3,Nigeria
2022-02-03,0,3,Nigeria
2022-02-04,0,3,Nigeria
2022-02-05,0,3,Nigeria
2022-02-06,0,3,Nigeria
2022-02-07,0,3,Nigeria
2022-02-08,0,3,Nigeria
2022-02-09,0,3,Nigeria
2022-02-10,0,3,Nigeria
2022-02-11,0,3,Nigeria
2022-02-12,0,3,Nigeria
2022-02-13,0,3,Nigeria
2022-02-14,0,3,Nigeria
2022-02-15,0,3,Nigeria
2022-02-16,0,3,Nigeria
2022-02-17,0,3,Nigeria
2022-02-18,0,3,Nigeria
2022-02-19,0,3,Nigeria
2022-02-20,0,3,Nigeria
2022-02-21,0,3,Nigeria
2022-02-22,0,3,Nigeria
2022-02-23,0,3,Nigeria
2022-02-24,0,3,Nigeria
2022-02-25,0,3,Nigeria
2022-02-26,0,3,Nigeria
2022-02-27,0,3,Nigeria
2022-02-28,1,4,Nigeria
2022-03-01,0,4,Nigeria
2022-03-02,0,4,Nigeria
2022-03-03,0,4,Nigeria
2022-03-04,0,4,Nigeria
2022-03-05,0,4,Nigeria
2022-03-06,0,4,Nigeria
2022-03-07,0,4,Nigeria
2022-03-08,0,4,Nigeria
2022-03-09,0,4,Nigeria
2022-03-10,0,4,Nigeria
2022-03-11,0,4,Nigeria
2022-03-12,0,4,Nigeria
2022-03-13,0,4,Nigeria
2022-03-14,0,4,Nigeria
2022-03-15,0,4,Nigeria
2022-03-16,0,4,Nigeria
2022-03-17,0,4,Nigeria
2022-03-18,0,4,Nigeria
2022-03-19,0,4,Nigeria
2022-03-20,0,4,Nigeria
2022-03-21,0,4,Nigeria
2022-03-22,0,4,Nigeria
2022-03-23,0,4,Nigeria
2022-03-24,0,4,Nigeria
2022-03-25,0,4,Nigeria
2022-03-26,0,4,Nigeria
2022-03-27,0,4,Nigeria
2022-03-28,0,4,Nigeria
2022-03-29,0,4,Nigeria
2022-03-30,0,4,Nigeria
2022-03-31,6,10,Nigeria
2022-04-01,0,10,Nigeria
2022-04-02,0,10,Nigeria
2022-04-03,0,10,Nigeria
2022-04-04,0,10,Nigeria
2022-04-05,0,10,Nigeria
2022-04-06,0,10,Nigeria
2022-04-07,0,10,Nigeria
2022-04-08,0,10,Nigeria
2022-04-09,0,10,Nigeria
2022-04-10,0,10,Nigeria
2022-04-11,0,10,Nigeria
